Density, %GOP
12.669187,63.53529
22.732538,64.16643
23.377449,79.4838
207.62206,65.88166
71.76953,70.23052
276.3288,81.909775
31.998579,80.304825
668.22375,35.006905
25.324547,82.02299
8.258296,86.575134
52.682156,63.624714
59.52336,79.31367
21.05096,63.397923
15.224408,61.328976
714.1485,54.74949
59.61611,84.098305
162.1377,78.61729
7.6341825,18.794588
39.277367,82.52493
26.252499,72.99465
38.012962,69.42994
15.208065,76.913704
244.52899,51.630924
143.061,60.46548
10.226921,68.95702
68.37385,81.86488
14.384886,69.144295
17.379208,75.85945
12.302089,41.383125
9.151279,55.888462
12.538888,65.15354
28.0144,64.43556
37.879528,65.29741
19.517462,62.054794
22.828585,61.40838
30.34315,76.387344
40.176395,34.770096
11.976679,63.88889
14.026142,61.59614
82.90391,55.29848
40.62472,80.8182
13.938668,32.485283
38.039165,77.249016
9.218058,55.092297
31.743114,57.53468
9.594807,54.34956
16.704302,52.869434
8.356936,69.18604
17.666052,50.43721
25.669003,68.848404
14.268585,70.10798
19.459549,69.19028
44.00341,76.85092
332.5912,39.282394
138.4875,48.99003
26.454407,74.69747
,68.95992
175.02809,72.09726
70.98143,46.23063
48.79801,84.22776
21.111032,83.44624
31.588093,83.0942
51.199375,73.08668
18.437151,66.72127
22.719065,68.03988
,45.454544
16.667938,78.689644
6.8916097,41.661106
236.47462,32.984592
249.85197,41.7348
11.523312,74.16378
8.537802,54.261646
13.13198,60.338802
123.6743,60.12104
54.90415,77.245445
5.0451794,36.150463
25.759201,45.750298
6.6908083,34.679745
3.3640387,33.54232
20.253748,71.28563
8.946393,55.356636
14.318825,57.87999
10.719476,41.891273
31.30715,59.311848
56.977646,66.403595
28.56842,70.40717
23.60835,79.258896
13.144675,60.64849
58.149067,58.992805
11.915912,57.340878
9.54619,45.639675
25.041483,80.408875
31.892273,64.63698
59.498604,75.50897
98.328514,78.09565
15.497356,67.08668
7.810834,39.363815
11.947717,46.154728
17.926086,74.43579
5.13332,51.067463
9.965297,63.891487
43.35991,83.813126
136.36836,72.83918
9.366254,65.9376
8.544751,55.81988
8.155981,50.734463
14.53087,70.22755
14.070376,23.755533
173.47115,30.185984
20.493717,24.722322
24.951792,24.343931
143.31894,55.852825
1.1143415,71.00503
27.946121,61.389668
2.1991994,89.179504
4.573636,69.04256
8.3307,77.85888
3.0954916,39.66368
1.4207021,70.55916
8.229607,63.620083
21.249226,76.50775
3.3277895,71.92299
0.5008099,79.507545
0.39647934,71.65775
121.07882,69.07294
1.4984798,87.13665
3.4556143,86.740265
0.21437967,78.07309
1.3575649,71.11671
0.34175944,76.693054
3.3717017,67.5323
7.3972087,94.11232
2.6978278,85.83173
11.370913,73.073746
8.153383,74.17219
,77.17088
9.151598,88.36399
14.405715,73.8736
40.755783,67.640236
13.376987,47.744576
0.67225707,75.933815
3.0751426,74.760994
1.6692674,72.675156
30.6939,94.17245
10.162128,79.654564
17.733635,60.70776
1.3793033,89.44039
0.57641935,77.03336
21.315664,72.55589
2.1049657,65.56802
1.8648909,54.240353
8.70228,56.06752
15.518183,72.39145
1.0116827,55.978146
2.6762588,73.91304
29.762669,67.90786
12.556713,43.09344
17.920986,57.562965
74.17543,52.90187
8.696732,65.75283
15.444529,50.10142
6.924008,57.14853
12.7248,49.257874
13.707632,56.905613
77.905205,46.49369
18.768015,61.789692
12.462308,66.51133
11.344009,72.57589
29.0444,65.295586
40.839767,55.679043
1227.9633,24.980309
17.168562,66.14089
12.290734,68.130585
64.05763,47.17419
,63.785892
18.495869,68.72502
1051.6896,49.478176
11.467358,66.66233
11.655783,76.109
27.530691,76.41625
11.7886305,67.629005
11.181073,71.86597
35.44794,58.59527
16.205359,44.306168
6.5778623,59.20635
9.811662,63.00969
45.009636,54.57913
7.492684,66.962425
9.055161,59.70705
9.14553,67.41326
7.1658607,43.755333
23.578876,48.42546
10.242067,72.78607
38.64543,44.676064
7.518138,71.001015
25.643396,61.7249
23.517412,62.262592
,49.414604
13.951674,71.591324
380.48602,49.552105
64.35659,51.724136
137.75241,52.096172
28.390842,41.27723
198.8347,45.90539
38.288353,50.199005
17.377693,65.71721
19.036585,53.71879
14.365956,66.02751
18.882204,66.3477
73.10003,52.671215
21.258305,53.609512
140.51718,50.699112
26.436604,59.777187
12.224633,57.274788
10.031113,53.24527
24.630764,67.158554
21.342941,50.764526
195.4075,54.49653
55.29074,55.649464
15.576466,65.30882
11.152178,46.245674
32.022224,63.679466
16.36203,57.264885
23.978832,57.888615
16.663002,63.835896
27.049417,58.521362
113.98518,47.761097
19.303381,59.044037
14.673637,63.723064
7.4678245,68.074066
4.5868936,69.953705
11.706694,52.93121
13.479903,49.051666
21.630775,59.01546
17.308468,66.80731
126.27561,38.906345
24.87715,64.790474
87.09179,54.435783
6.601384,54.43506
8.166137,63.541668
11.230646,67.20731
154.89857,42.635292
7.9593353,58.237988
32.59454,52.359848
79.47308,59.120552
16.256548,61.229286
34.923836,58.018005
20.211092,68.6228
12.58494,47.055622
10.061932,66.164474
9.032417,79.807945
11.260031,68.37768
32.38051,41.17898
308.73297,48.138176
57.738796,62.73244
219.5664,47.101425
27.49218,69.9422
39.08603,70.163315
208.13597,58.509693
72.59193,62.995995
8.445747,66.77179
29.844526,58.44296
51.87004,69.31412
18.54752,58.624424
20.758778,65.490555
36.244293,61.114735
73.03716,55.02955
28.848265,66.05891
31.668003,65.71281
13.4061165,54.23957
28.026423,75.81142
62.996277,70.220825
26.690735,70.7654
44.821793,66.14183
114.73572,48.40519
37.175865,64.117516
162.98048,63.46742
43.63493,58.67163
194.7155,57.30107
16.745968,67.60482
22.784964,71.85322
21.80483,66.97329
24.628326,65.81339
65.128456,61.236206
23.466667,66.0858
264.86032,67.44763
88.33691,70.9762
31.223534,61.692493
137.69969,67.74095
48.409462,58.73489
108.6812,57.330204
36.923508,70.26782
31.991644,64.08932
23.075281,62.99992
21.319073,60.25175
34.424786,55.333748
29.089426,61.550858
167.90408,69.61719
28.301142,64.77089
53.90516,76.67177
37.058823,68.24857
306.00137,34.332226
70.2158,43.56753
39.422565,66.78927
112.20998,52.297737
866.851,38.717026
40.345955,64.72752
11.703084,70.7132
37.677223,65.92102
130.08919,41.52891
26.747053,69.71168
65.23427,71.08491
13.626348,59.803745
43.87986,67.13181
27.120346,63.91415
18.730433,61.09346
21.47743,64.197845
14.876086,66.75087
19.35112,44.097446
14.5462,63.056328
121.709465,48.065273
23.86277,62.109047
11.863543,63.931625
30.319012,66.6568
22.29335,62.267174
24.857912,69.78088
16.386213,67.595566
48.3788,53.16856
41.476536,67.19334
20.15145,57.803165
223.49368,48.219345
28.927961,55.434654
40.936424,63.803406
18.261612,60.57086
18.319168,56.572983
132.71552,51.866306
23.595297,66.24567
17.620298,66.51316
294.13132,55.511993
24.012585,53.48946
101.60231,49.56622
30.126974,68.4595
8.945577,64.22588
60.18468,63.584774
21.11837,62.561058
65.81322,57.48635
28.862701,72.93719
18.714956,62.15513
38.090466,69.88486
5.199509,54.13032
3.65934,52.003773
8.405778,47.91574
9.639833,51.798916
5.3176007,52.816902
14.02067,50.308308
88.55779,39.864864
17.676617,46.724297
21.314594,48.75124
14.115303,42.944134
13.531549,55.254524
9.890054,55.272728
6.525936,56.42327
14.109663,53.169987
9.532791,59.59253
12.269027,47.770363
29.617058,43.30127
8.104799,58.225834
9.498878,44.39574
8.315496,49.26931
11.217852,59.467278
8.805368,46.511105
26.711742,38.38915
9.257812,54.147152
43.484104,55.957954
6.7097673,58.42235
6.1117144,52.074966
11.859804,50.124554
36.17508,40.6439
15.933404,59.115913
58.752605,42.64514
9.877299,54.491932
11.0200205,43.990974
12.571054,42.579853
7.080305,55.538036
5.5488186,54.64375
6.3115196,50.042175
9.559674,61.65689
7.1354027,55.227787
10.472268,51.352745
7.6263604,56.882313
11.878399,53.610985
8.218854,56.453407
17.786322,53.028706
7.7872086,39.320175
8.684642,61.172523
6.325104,63.345394
10.746401,52.497406
11.789779,41.51075
19.392548,46.40988
14.8432865,41.811974
81.334305,31.985443
13.83343,46.078625
6.990446,55.274426
6.151868,56.237125
25.674717,41.856304
112.669395,41.078342
10.5060425,49.660843
7.9133143,53.2071
7.607132,77.80912
10.808799,56.15
15.093024,60.41216
22.49062,56.744564
27.428753,45.474697
13.215224,59.70509
8.888582,48.28279
5.102735,54.91081
7.1028557,53.905624
9.733408,60.980072
36.74592,42.096565
9.693658,72.80908
6.2395654,70.99553
11.498627,62.633556
6.3764534,55.499687
11.168809,67.40275
4.8566184,61.13671
281.91718,42.814087
37.558487,52.924717
12.452124,45.378757
3.6797898,53.631725
6.913099,59.311935
136.75194,43.04198
7.9526596,61.261967
16.933266,84.25839
60.247406,42.985252
9.48838,46.24986
4.5560055,57.12343
11.344696,48.035683
5.9440866,59.54861
31.54791,44.026505
31.209589,50.997967
14.681349,52.160812
4.694768,55.857445
20.371996,47.19446
10.411311,50.017265
11.78283,42.511276
45.05376,50.124542
7.2850366,42.657856
8.737962,54.21924
10.20686,63.903587
5.353862,70.56236
14.993189,60.677002
1.6467121,78.75112
11.878647,77.22622
9.164941,67.33635
6.7446375,72.491394
17.609034,71.37576
1.3856004,71.416664
2.1891093,82.26028
14.092403,65.07975
1.03011,83.357346
0.870607,82.22453
5.0440855,76.999435
5.1231127,75.21501
5.0741487,76.388885
0.9242014,84.28094
12.365493,65.27858
25.40617,53.333332
1.2727551,82.08754
8.962827,74.42315
7.735659,73.03474
90.59798,37.806393
1.8932663,78.267365
1.7095417,78.967354
12.205117,72.33448
3.4791915,73.24106
10.956945,68.88739
11.972328,68.8659
17.414076,65.62262
33.75431,57.324326
0.96904063,86.90745
1.1196532,80.804955
5.2724767,79.94493
2.6782782,83.76068
0.623818,82.7957
2.2369144,75.255775
1.0461124,81.003586
2.9008148,76.27269
24.847103,61.802574
2.8570223,84.846214
0.8597507,82.80193
7.9127474,65.02058
13.260565,61.713146
1.2989761,84.42907
438.98285,59.08253
1.7671257,80.24224
3.4936233,76.434555
1.3697815,85.840706
12.751423,60.2945
0.9380613,81.15299
63.121925,60.311146
1.7342421,80.167595
6.141955,73.53714
0.99746054,84.82003
15.197522,56.116505
5.1229362,73.81589
4.3158875,68.27722
12.488541,71.280655
1.8103462,84.58738
21.492147,67.72509
3.4110167,79.92332
20.979403,71.19174
3.2464437,71.2831
1.7088988,85.36585
5.4612784,79.69585
11.019943,67.57454
1.1170025,84.93933
2.4827113,82.51779
8.747711,66.05728
1.6614487,81.90045
3.2604775,80.48433
3.5710614,71.974525
2.4313653,84.91172
9.725116,74.49627
5.061296,73.7041
0.90427285,86.77211
19.616783,66.12557
2.6565974,81.69782
5.3603497,74.53258
44.371956,56.508305
2.2329216,84.43488
1.7869323,76.12434
2.9990559,81.09421
29.852499,66.467705
2.6629217,86.26457
191.06165,60.080906
13.867754,71.50164
123.799904,50.865616
1.0980452,87.31745
2.198881,77.38001
1.6640811,82.24395
2.148088,77.422966
1.2786795,80.87819
3.0485098,87.73537
7.852047,70.19022
2.855001,82.57186
1.2862914,80.97433
3.4005945,71.06437
0.6277328,91.16883
2.4901226,81.705154
1.2039514,83.94683
6.313274,77.57241
2.5283957,73.2054
390.5844,31.466068
17.444883,77.86961
21.937622,74.14188
40.652397,67.29802
11.643658,69.00417
32.536827,66.91582
15.802998,56.242275
30.695658,76.216446
179.25055,69.682625
26.408329,60.409424
118.24498,58.32574
60.08847,63.27419
15.713804,63.88539
10.830361,67.991806
13.226964,64.01274
95.855,68.120346
11.377501,74.18646
14.39451,67.824875
35.032898,63.977764
219.84511,61.648018
9.904781,70.98646
30.44007,55.099228
25.964434,60.944355
13.816571,81.86978
39.526943,62.019608
53.937714,65.51224
17.799227,84.75367
19.258251,82.59662
9.712914,74.730194
8.51287,78.72114
78.48256,60.755447
15.239754,70.16934
12.894169,48.702423
22.149593,73.437805
400.67145,49.477093
15.833488,66.42066
38.541794,67.39684
89.756004,49.58479
11.407563,58.234573
31.671408,58.678238
27.937958,76.172714
36.5229,66.839745
25.829262,70.17578
19.500046,70.00437
15.025921,75.724106
40.140484,59.50141
16.614033,54.684795
65.57547,60.55586
24.123133,82.54317
23.467539,64.83563
16.824078,65.0864
38.272896,55.996082
20.44882,60.905857
7.450398,67.59566
32.68069,70.267075
15.045746,87.70344
718.1848,44.35873
108.12857,70.34053
34.23878,80.46042
376.44254,62.420067
17.855858,74.41441
31.721079,77.31714
,69.29482
51.30637,82.29507
14.6075325,72.438805
14.412041,76.86625
10.796525,91.11248
27.98842,80.00705
10.7976265,71.25107
28.431368,71.30473
10.772476,69.650505
18.595291,66.54128
12.543795,63.72523
72.46693,64.73039
16.635838,70.294365
22.052332,52.646164
35.730347,67.44035
21.556534,84.70964
27.369486,61.82059
94.40342,66.505775
16.4071,81.022545
14.375715,65.385544
34.180767,61.577183
11.834219,58.609795
32.583664,69.6914
13.435294,65.25238
12.764629,80.07663
51.475758,63.352806
14.017319,68.81549
25.371506,61.9325
39.681107,58.37344
13.968275,62.54445
15.425978,68.41493
118.39617,68.59173
11.819743,66.4356
9.309352,81.8822
20.416862,65.66943
32.324516,79.70655
31.811098,75.70371
27.106516,62.724342
36.03924,80.63059
8.776102,63.003265
20.706245,82.0898
31.534828,53.99438
23.926054,81.45296
64.27043,62.733166
42.342205,63.99262
28.421045,62.16988
34.44554,69.19637
34.24322,69.69082
12.749565,69.82796
11.528481,68.12359
21.76032,61.152523
15.976972,67.062614
80.436775,61.08963
15.045198,67.68009
16.632706,74.03416
15.653225,67.144455
30.920277,79.22571
12.732714,61.23908
50.29584,59.647964
,75.239716
,71.28745
,67.43709
,56.127724
,63.714012
,79.71732
,51.058758
,72.9772
,47.505375
,64.642586
,78.178696
,88.87677
,66.08863
,54.76512
,58.70947
,56.977917
,47.3741
,33.333332
,53.72822
,65.626205
,68.30168
,83.28825
,63.266605
,43.23087
,69.00632
,74.19427
,59.37908
,67.168625
,74.80396
,88.22804
,57.452618
,85.93018
,38.804813
,52.820965
,53.337643
,18.140835
,60.582333
,64.26585
,54.63952
,64.98157
,52.42821
,64.23178
,77.903114
,62.713116
,64.18043
,39.433395
,42.473907
,36.638138
,52.196
,62.432194
,59.50452
,76.707146
,64.05898
,44.022907
,70.96293
,71.08875
,76.78158
,79.28716
,64.36227
,62.62432
,54.868378
,80.96407
,57.160408
,70.28492
83.648994,43.44509
4.0551186,46.046623
89.27177,36.08444
6.7990727,40.424442
8.927484,41.421936
49.58469,43.079575
13.423982,38.44758
18.962582,44.019424
10.248495,42.296356
16.703371,48.525356
1.5476725,52.338478
36.7371,41.62469
4.9248533,49.139904
17.562897,44.502876
3.890439,49.15884
59.88988,41.642387
67.39638,66.85813
354.08524,50.4709
456.28217,41.645966
,11.256582
99.504684,54.169083
39.169235,62.415615
142.86377,67.427246
93.48567,60.435772
88.330925,34.12891
12.825033,53.351322
135.56296,52.019085
17.701254,76.52598
179.63641,59.96928
438.50262,39.167046
18.842531,50.445137
742.8385,27.914139
670.8091,9.221404
36.242123,65.32467
16.742678,51.24129
53.4423,58.257114
30.66072,56.673
121.759125,59.43549
95.39618,53.528988
28.590448,59.292656
63.863987,46.128685
53.51882,22.623995
306.49976,39.60853
13.034684,25.958675
346.73932,41.783836
1197.521,25.680656
282.3972,37.107277
111.908,27.421135
685.5681,36.30733
37.231544,36.337933
584.46387,41.862564
175.11694,48.04659
2325.4,21.170887
195.4474,45.29689
2.3513212,59.191116
0.7325923,51.28826
23.490725,59.697224
6.7295666,52.704556
15.089411,60.787777
9.007027,52.492554
3.1913927,54.244186
39.521603,59.15728
65.90965,46.970238
7.8675046,51.988926
38.29005,53.30943
34.387463,59.468357
67.2757,49.191086
39.681877,56.906548
7.1896605,57.39611
11.378889,55.547928
5.52564,53.830147
20.803856,52.442776
50.643173,53.146816
9.632666,55.56545
7.1872764,53.367294
12.98635,60.822784
71.937035,48.411423
14.318612,58.66232
252.8999,35.7642
19.230282,53.626923
4.2960405,45.907757
55.91286,55.96642
28.651209,51.988384
29.657988,62.26836
9.42917,55.18188
5.970039,57.45469
193.2307,35.92755
42.536476,56.51865
5.268018,52.5251
3.7634597,54.542377
46.970196,45.305813
85.41604,52.913307
166.86203,43.26856
11.587798,59.975506
267.00778,53.97471
0.14024194,57.079647
7.7327867,47.47089
51.35741,55.809086
3.3094687,53.225693
50.615406,50.653824
119.41512,61.737286
1.3362123,61.215336
2.0396707,56.150795
569.6321,47.98744
7.4453516,47.004833
7.5714345,42.88325
8.929467,52.507618
28.969833,54.973038
6.925888,51.484875
61.1577,57.8002
9.982153,67.22871
86.28475,49.50141
34.508152,54.376373
6.7107577,58.83062
45.539146,41.00215
21.70782,58.816864
511.40762,45.932068
7.8351855,55.202618
14.538929,53.157997
0.6976879,54.597538
15.860512,60.665943
5.8246074,58.253407
17.735743,59.953804
62.473076,67.26634
2.001639,54.308617
16.284191,51.949764
94.61348,43.9972
10.451713,60.314754
1.7393042,53.45645
50.3717,48.13776
75.06619,53.586758
45.40665,56.21507
23.514633,55.49312
26.990313,49.7718
184.37312,31.830444
1042.9619,26.40649
21.962912,58.23654
3.1397169,50.676357
286.94836,51.323605
8.694113,57.406597
5.6320887,44.917267
35.982292,57.033962
3.851515,50.7326
32.29296,45.09069
16.145184,58.505306
15.619708,36.63978
93.81255,60.0289
4.578923,56.636105
8.181032,49.04132
47.087864,56.439777
21.68662,45.92961
3.26425,57.368675
0.59776473,37.990044
6.964117,57.679596
20.89123,56.810535
262.9942,48.507748
17.685234,55.170345
19.302961,57.875546
7.7616158,54.639862
9.33991,46.23565
16.682497,42.76861
22.877544,51.535835
4.0349355,51.48748
735.29333,36.15274
12.90694,48.387413
7.8963494,58.612144
32.37108,59.266968
5.935793,44.964027
5.513367,57.30422
11.75547,54.636307
18.924828,53.40461
1.5898736,46.875
1.631202,45.152576
,49.53988
1.4046063,39.230423
0.8792253,60.323326
22.560097,53.321354
4.150598,52.746525
13.845347,54.68491
3.595452,40.568233
2.0086682,56.21162
11.018192,62.15106
27.946623,61.361496
13.958341,58.180443
14.771521,54.38967
11.121952,62.279305
21.25026,38.401505
4.6664734,53.68782
27.068491,45.975597
11.4306555,54.70504
3.020578,44.444443
85.30023,48.354996
9.936101,60.789684
8.7147875,52.21239
8.004827,50.349392
7.942436,62.071995
6.1127043,52.92605
5.9056935,51.314716
1156.6235,31.942518
3.6430995,51.31165
7.036175,60.30615
6.1408625,55.00464
48.078697,45.746643
7.733235,59.095688
3.5842154,61.398132
136.53262,57.572643
75.9748,61.27847
9.805708,61.67696
11.264671,34.847874
41.873753,56.179554
32.647976,53.216187
6.5288196,50.217865
5.015734,44.968994
9.811628,58.23366
2.3350616,47.72475
15.215936,52.76518
9.842405,62.441597
17.066963,53.93211
218.13676,49.61748
9.8517475,50.229496
3.3753133,59.961807
30.909222,43.386242
67.67495,60.931164
5.2819586,53.23468
25.631304,40.927555
35.707226,76.174355
6.9139714,57.71909
10.240427,56.930946
8.239363,50.04931
14.522299,30.783398
9.816056,63.77395
6.4372654,66.51523
13.32895,47.9175
7.8663726,66.37841
7.373703,11.60084
9.331637,62.09564
19.103704,38.926525
17.309694,24.7479
14.571097,44.24313
18.258446,58.158997
125.671974,66.898605
61.653122,55.945
5.5368547,61.323963
18.092554,86.06904
7.7263393,77.36204
18.820976,53.113064
30.734568,76.82519
74.30963,63.470634
108.10728,27.278728
9.66064,15.723349
8.361665,23.925694
1.2257212,38.668373
16.736097,81.2412
51.69919,68.28017
9.684491,45.134552
,37.333538
5.6574593,10.941863
37.44474,69.28915
