Density, %GOP
5.2443447,35.58075
27.01919,57.925312
43.291317,77.622284
43.30824,57.809372
11.427207,63.43363
15.718648,54.339
70.78284,64.62831
20.574911,26.997747
22.896254,65.66985
44.75942,50.74071
49.72132,57.906925
19.047003,64.99863
20.188791,40.21217
18.454884,58.02054
10.340534,53.111946
20.021286,71.94964
14.452868,65.81644
6.352484,21.216974
39.84541,49.041756
19.008823,45.660763
26.316584,80.59443
7.2806993,73.01475
37.9545,46.18855
23.1222,77.14966
23.280664,71.522446
7.7943187,28.231722
68.04643,76.25241
17.934128,54.541992
4.330557,30.053429
17.965837,61.117973
9.978649,75.34878
15.421679,73.29562
16.063854,26.679516
9.092943,39.25293
27.227247,59.316605
18.660484,74.61426
16.995436,78.9029
8.635524,20.457764
25.147566,75.771484
14.742603,54.230873
30.440943,48.680595
25.900808,28.549654
9.858411,59.63123
9.401542,77.216515
5.5305767,30.249111
12.148293,53.03998
9.877195,52.217773
11.583479,42.300556
17.365776,57.247112
15.388296,67.3205
3.9916046,71.55756
14.118486,63.615795
17.356537,72.83502
8.014368,78.186966
7.7356534,66.253136
9.810692,67.47832
7.672926,77.143394
91.185486,48.4188
82.850075,54.47539
23.646133,73.734276
8.449456,67.475845
20.239594,65.92185
23.969917,70.02831
49.991005,72.2929
5.1117287,72.692856
4.776592,72.40117
54.777077,64.45909
10.831752,74.01455
3.9414597,64.20743
53.300583,73.68407
5.384315,55.306904
210.21893,54.295277
18.937262,61.57055
73.659386,67.10696
11.926493,66.390434
12.784965,68.556206
6.0028963,75.508606
11.916549,70.17149
5.734533,66.99941
11.680949,71.90588
8.023254,75.49474
6.459039,73.120476
22.525919,65.32812
42.111675,64.2401
11.185218,69.98856
5.285362,67.94389
156.83093,62.470306
9.054008,71.42857
4.759799,72.72727
11.727392,63.34791
9.034041,62.062172
4.0363727,75.79086
8.309538,63.62484
16.874079,72.43002
7.405887,57.434326
423.05328,40.36246
70.92835,70.991776
127.3765,56.490795
24.432434,62.466316
3.1436486,63.32107
,72.76236
20.184864,63.43042
24.30995,73.98743
7.7023973,63.981834
31.784653,64.95037
7.9222445,62.12234
10.903439,67.76049
7.4076524,67.05664
9.452525,67.01973
6.6977797,70.900536
25.013159,66.270905
16.503006,74.783295
3.2067695,78.047264
15.905478,75.33954
12.946571,61.73501
14.394514,74.520676
5.073498,64.71479
8.757369,66.78161
12.926248,67.39948
10.471223,60.35503
35.779415,73.88636
10.282719,63.81061
5.3259673,67.03833
8.741781,78.35931
4.9784164,70.95139
13.765447,57.379925
15.123397,72.18897
23.788057,64.747345
25.930714,67.22627
10.427576,63.937405
81.13209,57.196125
18.71379,72.101
37.008347,68.407196
3.6924732,74.02655
8.127291,65.049324
20.114498,68.74613
15.781085,57.6522
3.1775162,62.524334
8.62865,72.83518
11.807155,57.380924
5.567142,62.747192
4.255919,65.96082
35.544964,69.411766
3.2464883,63.483147
4.903959,69.37222
235.9169,60.665096
5.4065304,67.403435
55.947224,59.986416
,16.239561
,43.083443
13.757829,51.537876
13.981183,75.07313
24.335012,75.031845
3.9861636,63.939636
30.779043,74.20543
8.531253,72.62847
9.744812,69.049904
28.699379,63.678753
12.764172,59.548157
6.7473097,67.66649
23.583431,70.831955
3.122077,66.06965
10.65936,74.91007
0.6413786,70.70465
0.9950888,36.90078
0.5915862,42.24792
1.756313,73.85778
1.8872569,62.29828
0.1335443,87.5969
11.604278,54.68352
0.5615241,64.375
1.192,64.76724
0.47376657,75.69516
1.4483286,71.270325
4.844253,33.59155
0.68822765,82.63429
1.0290731,72.270485
6.6753216,67.1728
13.14625,52.760777
0.095012344,90.406975
1.7120967,33.317364
0.2908899,76.13883
0.68598294,67.5
2.139848,48.162952
2.6575654,64.17911
0.42716807,71.71717
6.717104,55.348076
7.0204806,51.856804
0.6283832,73.089005
2.0663555,70.38072
0.82492775,70.795456
0.25011015,77.05088
0.30501264,71.3525
1.3332046,63.455498
16.140633,40.37978
0.93894434,78.80387
2.1386547,55.433353
0.1137087,83.04498
0.31609708,78.18434
1.453298,63.225807
0.20335338,83.05085
1.1636024,67.03952
0.2636039,75.62044
6.4902167,66.46787
1.7906107,77.81257
1.7037368,42.373837
0.7115278,57.927696
1.5772065,69.82592
0.7658673,64.53863
18.383081,33.263184
1.9486928,72.807014
0.75126106,77.00535
1.0251155,66.087234
1.0606896,71.21661
0.28290614,73.54988
0.5626017,62.771957
0.5845609,71.72557
0.43772706,94.394615
21.63717,60.604836
21.465637,67.35645
2.9961166,81.90748
0.2500522,88.32685
0.36022398,86.04061
0.25902373,90.23569
3.0927513,77.64449
4.044402,63.106796
1.4912754,82.080925
0.99504036,85.33859
18.273918,71.75499
5.3223057,61.165047
5.551541,72.63774
17.234072,63.42439
4.5695653,77.24121
1.7090825,86.19178
0.3674716,85.43268
3.2224681,76.12339
4.4031787,76.973915
9.714293,68.0759
6.1480894,73.79292
1.6341895,79.9511
30.438442,51.84555
2.5279906,68.84365
9.231971,71.34316
1.6993749,78.01636
4.7795134,66.7304
26.037056,61.5284
588.9682,52.18181
0.84137565,81.79938
3.9399817,71.29429
2.1711543,74.44668
1.0846318,72.510826
2.6545193,80.721794
10.012167,58.56531
0.4621627,77.4043
1.3834764,83.828384
1.7095236,76.09148
0.3027672,91.47727
1.7195408,70.68965
41.107986,64.03549
6.445859,75.922
2.305178,80.051315
0.519857,90.43977
1.5589076,81.721695
1.6668818,81.466354
0.39251935,84.83291
4.2002015,67.40371
5.0448003,64.53158
5.351151,60.755093
4.8614454,75.46744
2.9128103,76.74419
0.41104415,83.05085
1.5508976,75.75945
2.942505,73.17569
130.43689,50.498154
5.4370685,70.79557
0.5186346,83.962265
0.4273495,82.38636
23.458223,74.56577
0.24243623,85.2518
6.1230345,72.89582
3.453013,78.65275
3.216369,69.71429
6.8017707,64.50456
3.018434,73.38028
9.842175,62.4409
2.4699838,69.37355
1.3006926,82.70073
6.5665913,79.397224
4.875631,80.95096
18.084038,76.29806
4.7155247,78.159966
5.946403,80.39625
5.804032,67.10343
0.5795347,86.65803
9.533237,53.010525
249.6174,62.001938
10.683867,67.223114
19.176752,69.21439
11.269357,67.68368
0.85317636,83.78491
2.1296368,62.60218
0.24525987,86.04972
5.49143,76.21474
3.506479,71.90532
0.3509528,89.55224
6.809438,41.6498
2.920411,76.883484
19.865643,68.84538
8.373972,69.89066
2.5637183,74.0413
0.55099994,78.76712
9.147806,78.0733
136.91376,54.63763
1.9066051,70.455
93.24131,42.623863
24.589685,63.650597
1.0988077,77.38839
0.0836967,77.50611
0.18446076,86.1039
0.6637056,68.685776
0.4052009,74.73983
0.19466634,80.8704
9.980433,64.688995
0.48361495,55.58415
0.9316716,62.572544
0.42981544,64.86937
5.844183,58.9469
24.891125,48.181267
0.43674633,72.57255
49.466354,52.51704
18.618921,50.40803
40.818783,37.403618
6.951736,41.09376
19.66297,37.90519
173.56158,49.149307
59.13784,43.56144
143.64117,52.296833
123.882484,42.638325
30.583208,43.24236
158.0464,41.328247
1416.5166,44.522663
211.72871,40.556545
869.74756,31.48754
60.561993,54.50463
123.848785,38.34774
2328.787,22.03402
330.60083,44.67488
3954.3027,21.845905
113.14556,59.521626
618.6621,31.39573
969.1367,36.339264
366.31512,52.803303
395.47858,55.854
243.47365,58.95259
983.10236,36.254425
68.3142,49.577957
410.25317,47.371502
107.47327,61.389618
1976.3833,33.1164
115.587074,58.018513
219.44902,41.460476
0.20856984,72.57509
4.1805806,66.71526
2.3214583,37.67306
1.4082277,48.971996
13.425825,69.81535
,67.124855
21.301605,42.323494
4.959086,67.249146
2.8620017,42.993088
0.5986366,27.177334
0.12531067,55.6314
0.54419565,47.379566
5.689427,75.41697
1.6386364,66.959755
63.869804,48.02243
3.2745109,50.5604
5.0828176,26.079006
0.9759416,23.240267
3.748576,64.5347
1.2167175,61.353466
2.6412241,22.849207
3.1514113,70.10954
9.076328,64.7199
2.3943062,20.670593
13.762764,47.343735
29.194452,23.367226
1.0953233,59.86506
1.0376385,40.383175
5.7675433,18.606247
1.8902391,59.32603
0.45775935,72.326675
27.757057,48.695786
220.13544,34.192158
18.278614,62.939674
,8.358914
,17.75229
108.199326,47.6521
23.652441,56.84661
35.74886,44.499744
34.70106,54.179794
83.48739,51.463863
21.647667,51.716553
28.368149,36.99452
37.54963,44.00503
37.93646,45.502277
12.5833,54.880997
139.34262,46.628937
289.10495,42.035793
7.9227514,42.367905
11.742101,36.66597
40.182873,55.344955
46.862663,60.658787
28.846174,55.67074
1.0325242,63.367855
17.075619,54.28534
24.259773,51.476727
8.111438,54.3869
39.424046,54.81555
42.84684,49.828125
18150.129,14.750256
210.47232,41.142586
47.330475,52.245045
1142.9928,46.63035
73.33977,49.71388
74.75994,52.689587
223.8305,39.25519
63.044884,50.82365
171.90565,47.38719
20.255478,59.879883
35.95164,45.986183
23.954117,48.958237
156.50949,55.690422
4837.961,20.508862
92.586136,43.968815
606.355,46.688187
,41.549213
100.63725,48.93057
284.85513,42.14781
20.163662,58.48348
20.702753,54.029606
41.824963,45.302155
,49.587887
27.208101,58.338806
243.14641,48.550858
30.001339,44.719
37.72063,57.71455
82.45551,29.443851
60.68322,38.777943
27.227245,48.946774
28.899246,49.179855
26.163162,54.751728
733.81256,38.738842
27.297941,65.056854
26.048546,51.50163
134.49846,57.093548
54.659145,72.669365
18.25805,68.21486
19.351124,37.435337
24.688837,66.68562
27.747772,75.412865
19.237873,59.690353
11.083372,33.996365
15.3283,48.982986
39.73984,61.19535
139.7257,43.71983
68.036446,61.95427
188.88118,60.21844
67.618385,68.12249
12.624026,67.288246
19.208942,70.69407
21.396193,51.351604
143.94336,64.948784
34.74538,47.5969
21.313305,73.37321
24.463633,52.473236
18.482239,71.52941
80.6937,60.321526
23.464813,53.964592
51.841946,58.955982
187.86922,40.09442
17.361385,67.850624
8.408227,58.191246
110.90937,70.68876
59.767742,72.04748
27.69187,55.94233
347.76532,23.384861
43.066765,31.761583
328.49817,46.36117
47.45157,52.091953
218.71626,62.913662
13.605079,47.981808
11.355494,71.099014
43.182327,47.685703
31.05655,53.875397
287.32925,41.67779
28.811354,33.90717
74.38666,59.79298
41.027008,56.981133
110.13178,63.956093
26.405096,27.745932
46.79125,40.400337
1.5774876,50.555557
103.32663,65.40794
31.522038,50.528385
82.30087,64.05432
8.290993,54.748062
86.310974,55.13848
57.048992,50.761627
98.588104,69.63831
25.24022,65.521835
17.752157,54.63687
20.511992,47.79194
38.995453,66.14049
11423.934,38.642776
27.048021,76.146545
21.369446,57.672867
48.436134,64.18273
68.15521,49.536293
239.27032,52.357433
15.451794,32.51591
76.23712,63.6318
129.21423,28.606188
8.955387,60.5042
54.393646,41.987663
21.701176,60.311462
15.831362,58.131382
37.70039,55.524906
99.47406,46.611137
33.031925,60.857227
69.34981,75.37256
37.52752,48.65406
54.597115,41.639465
63.1979,60.759094
101.936874,63.158413
46.22516,66.95519
25.917362,55.534927
43.420254,41.629578
57.899075,70.38771
40.103817,71.72564
52.903168,68.68697
9.986557,53.199856
33.518936,58.553684
2.8423553,52.6644
121.98476,65.37081
64.88805,35.79161
408.53302,44.805836
18.21289,31.920788
12.014698,40.694054
62.951923,51.36934
85.15875,54.322353
35.199814,71.61655
84.00716,46.324615
43.992733,76.0896
21.927643,57.035748
0.9162606,73.63344
2.8254614,55.278923
1.7950128,41.30538
0.2588525,84.135475
1.462322,65.88442
1.0405238,75.606865
0.6716604,76.90763
18.912987,66.45876
32.81497,51.512096
1.0202302,59.303482
1.7885118,65.34694
0.6204468,65.678345
0.6568559,75.18873
1.3255248,56.591927
0.8804619,78.874794
1.9991379,62.990196
0.6492835,82.13097
17.949728,51.78301
0.5538921,75.35368
0.81615645,59.00383
0.8433642,76.12509
0.65823275,68.88361
1.386412,65.08764
0.76380247,78.333336
1.08985,64.11651
1.0865186,69.27224
0.8653223,72.57109
1.4911703,65.34447
2.9259737,72.95598
5.4786806,65.99422
1.5376453,58.31598
1.1938938,52.948402
0.9697449,71.149895
2.5519905,60.325047
1.5561844,69.02738
3.403397,55.154533
2.4265447,42.911877
1.0717366,68.10897
4.3635416,56.909363
5.7561707,24.544022
1.6962665,44.946125
0.50392854,79.82456
1.425292,19.857525
0.23058438,80.42453
7.0161104,75.20771
1.071906,49.0099
3.5461583,61.30189
0.8307496,54.778763
3.6315074,52.388577
3.313198,57.012383
11.65837,65.78819
1.2570003,71.04014
4.055151,75.594666
18.826103,63.433826
100.78405,63.064087
48.061127,65.32092
28.637886,43.79008
49.134342,31.978256
44.13474,74.85854
50.210407,54.28515
34.987877,62.76756
302.99326,63.294697
27.875801,57.082638
35.92546,60.2297
132.411,50.8947
166.72194,68.06697
39.24126,67.96341
77.83459,56.149017
25.083725,54.853825
41.920345,61.59953
396.0181,30.47018
34.101185,72.85978
36.383133,57.18644
148.37668,62.011753
47.514004,44.266956
111.03737,58.194736
27.565987,61.304718
828.9386,38.96982
40.48286,56.722958
25.386011,63.365486
88.36723,60.940506
149.99234,61.074383
29.285994,54.941696
749.7188,47.500385
54.02827,64.42265
26.313148,62.051758
14.894525,57.619675
25.908377,59.534645
30.16925,65.65104
26.75943,50.575657
38.65404,76.9293
46.49528,54.57138
30.439856,60.645214
65.380905,52.79119
44.44983,62.430164
90.72967,50.859222
52.73378,57.889225
93.56635,57.473507
37.872738,66.24403
126.132,42.651993
286.04016,34.510895
35.995327,60.390186
217.52248,35.95
63.531963,53.874996
157.52695,56.656548
21.22132,59.651295
33.31988,77.858376
96.7521,68.143616
12.342595,54.070568
445.86392,48.442066
13.767927,53.08057
33.036877,62.569614
49.429108,53.554462
13.987385,62.68817
27.326132,47.931465
18.050966,60.43994
33.740467,52.23267
42.5017,59.49757
24.9662,50.204082
122.89853,47.507133
38.261272,68.73536
27.478666,76.19235
95.95642,60.276794
43.5326,51.206238
56.26284,49.011845
49.829117,51.003223
39.625134,54.300247
46.370777,73.35822
249.46716,50.185837
497.7841,42.486496
127.6703,38.709778
62.593857,55.013355
46.270412,65.1084
27.02056,70.62743
12.490172,54.015446
202.32039,70.04966
37.232315,59.888866
79.518295,60.869743
34.271816,58.333332
78.04859,47.855362
21.399332,60.44329
15.221927,67.398026
2.4730697,84.70006
5.5438814,74.01047
1.1999323,89.434784
9.408677,79.548416
4.0731926,74.02359
17.43069,72.22703
8.880349,64.237885
49.625004,77.175606
22.046711,71.337616
23.46715,57.04787
7.3407607,70.50928
0.5180186,90.39265
177.78137,62.97375
4.380518,72.50742
44.671734,58.517265
3.7245026,73.21647
7.624885,67.04417
27.919165,72.7203
10.602396,75.938774
20.254765,70.65767
1.8504558,85.45894
1.3018411,87.451416
22.126204,76.23066
13.057272,73.03229
18.347015,75.60976
1.7474583,80.98694
3.724327,73.36244
2.0974157,71.39761
1.3678625,87.935844
7.8894567,72.31386
6.6452208,67.42748
12.716879,75.32533
3.2185156,73.05282
6.4575295,69.984116
18.977022,71.318695
6.4235296,84.236084
3.5303442,67.71261
5.9054036,69.14753
,70.57486
13.706627,74.50613
21.665539,72.4077
6.8554907,70.20173
3.0291688,85.823265
14.355405,72.84047
23.301603,66.64361
23.121529,77.683754
6.7363753,75.77683
11.001742,61.913284
12.273506,70.073845
32.727104,57.390186
6.012683,75.313446
6.9897113,69.47988
7.5059733,65.046104
387.8756,58.331417
22.079323,58.744667
7.9452586,62.62491
25.356163,64.82503
10.756351,69.98841
43.747326,64.17381
12.82935,69.14348
20.0166,69.397125
,69.336525
3.1417265,74.745766
1.2273737,83.751495
47.267376,75.06339
15.330243,65.13626
22.915028,69.5409
19.54041,76.61759
,85.17876
3.5135734,66.678925
398.2134,63.684345
,72.84162
46.485245,73.90443
4.4457235,80.92029
2.662309,80.2651
6.186311,84.01981
2.0116572,70.65541
48.63352,35.04133
77.458176,48.20908
13.18868,42.47772
27.685993,47.336357
13.474238,53.274624
2.7016811,68.72081
4.3381653,58.786198
19.960028,53.757187
8.097391,64.23351
0.5903606,63.194443
0.6364846,77.349266
0.27974093,75.8168
16.222797,36.25893
28.034985,52.593628
4.6744018,58.561558
19.479582,61.288734
4.1736283,69.62006
0.3641131,78.45938
28.771643,37.90576
14.8843355,39.374428
19.685314,58.877518
1.2178354,71.424034
102.23106,51.81694
2.1149797,67.97738
611.03235,21.608635
39.236595,52.43829
0.8228483,68.10865
8.610453,47.571106
9.086844,64.475006
4.8774986,65.864426
0.8601552,69.071144
4.073015,50.420826
282.72144,41.02293
0.32644206,67.41293
53.456326,53.452988
75.033264,64.011795
634.77936,42.686947
40.060425,68.86661
148.4415,53.34701
18.925093,77.729645
183.90144,50.299217
93.067474,66.99847
20.822578,62.514694
388.34802,49.410095
89.37998,67.67121
80.563866,59.076706
4.909981,65.12107
65.07268,53.51579
53.653614,50.014843
254.23708,50.213432
25.328682,68.37356
27.333624,64.66747
16.759327,55.777885
53.238758,56.328293
33.083153,59.95203
165.8985,59.405804
185.66257,46.955315
1130.9923,38.97806
14.788826,57.984154
69.64658,41.44447
66.04282,54.198296
6.8916097,60.703297
74.84788,69.49114
13.099265,78.657234
25.932302,58.93424
20.005219,68.949005
41.4458,59.530766
26.576403,73.042854
24.103947,72.92068
178.04126,36.16239
204.16171,59.760155
96.76486,54.54854
142.23663,64.18798
387.44193,46.17873
136.58862,47.537785
36.058033,66.87283
17.02381,64.34865
65.96581,51.28941
43.434166,73.63175
106.41151,42.88326
634.63617,42.746765
53.545353,60.506393
305.38736,47.677376
76.406136,59.90682
31.949259,69.73413
4125.823,14.153968
39.031727,55.556526
6.24264,73.31829
73.574295,56.803688
46.33342,68.26518
27.748638,71.758354
5.4934134,64.392105
20.094482,60.904346
14.272876,67.71658
54.585342,61.930176
31.054373,63.38187
17.95762,58.178337
93.23089,56.717777
27.142311,60.627026
136.06187,62.004448
27.086258,56.258522
184.87335,60.7375
427.8269,38.147274
341.06168,40.64051
101.87071,41.01129
555.0635,32.272125
87.06295,41.40675
19.157013,56.788113
57.334023,63.211487
9.676861,21.13975
95.521774,68.4852
15.619055,32.253315
15.673531,47.32134
68.18781,58.848732
56.20648,59.603687
14.913196,47.81879
99.89071,48.80619
53.894806,64.828255
21.822678,44.698414
22.355122,51.661594
19.381662,43.45084
13.260377,49.908333
46.739468,48.288208
30.48215,41.809162
92.08369,58.126713
20.515963,56.735798
12.984996,34.04038
65.82321,50.276455
22.43496,53.851936
220.13312,64.14004
58.14298,57.819267
14.446941,36.277946
83.26392,64.54059
13.765646,42.12813
32.27553,59.421757
53.540894,59.087006
35.47607,58.849857
18.03595,32.144073
134.19852,69.19628
25.779745,34.950794
22.997358,34.676582
10.030816,48.263683
22.430923,57.22267
42.62247,71.64729
31.606638,28.076141
89.87583,75.01067
192.89255,33.12068
16.652536,60.695694
134.25984,61.710846
60.890347,41.152596
21.623219,53.321423
14.156392,29.863049
125.90425,60.41407
1.46643,59.117645
5.316001,59.485306
1.1164869,53.321976
4.6983514,61.06106
15.370223,51.631382
8.172161,53.439526
2.4051518,64.528625
1.5372733,26.018808
1.7279179,75.41789
0.7376504,80.104034
3.0706873,60.064674
1.4726127,59.94382
12.839518,42.070183
14.669189,59.34066
0.6216718,44.320137
2.0441868,69.63839
17.257088,60.97999
2.0250015,46.85836
2.640284,55.5293
0.84213203,35.454544
2.6591227,80.07203
1.3679624,67.02015
1.5704578,66.48983
0.9092207,69.79927
4.127589,57.669407
1.564942,71.55746
0.40681264,87.19852
4.252147,66.18943
0.9207464,68.35443
2.9550984,68.16087
0.17978692,88.611115
8.242798,65.196754
3.4844058,72.643745
0.631925,73.75
0.6289895,60.809566
1.5125352,54.343433
0.4031828,81.9398
2.3009722,57.058594
7.570288,55.656845
11.67428,63.87525
30.151978,63.034317
0.8511437,60.6632
2.0767481,45.589745
3.7619865,64.64844
0.8228132,77.20033
2.8206968,72.08238
0.6030267,50.396824
1.609209,57.04036
80.6076,53.77477
4.8110847,51.788124
14.058612,65.1173
0.39852262,79.068245
1.0061014,75.2193
3.466075,44.994026
1.597921,63.881153
2.514359,6.0450163
1.6392721,56.22896
0.75947845,70.96128
0.49507678,76.66248
,20.129345
1.3478953,72.10447
5.2252073,65.80223
11.987356,62.807487
2.830378,72.06495
16.281485,56.488472
0.5531976,41.699867
84.06619,65.19464
36.706528,70.44193
14.595724,63.063065
12.19969,70.45931
83.86656,73.26341
115.28522,77.335556
31.535553,72.109985
20.032316,67.95399
18.346287,67.50514
63.620316,76.402725
49.18338,68.797745
22.921644,74.22942
28.170607,75.791046
11.732139,62.75144
31.045053,75.104324
46.963898,68.93209
21.254559,69.38177
31.687994,74.87054
461.01257,40.479424
13.147618,68.81437
21.991394,65.59822
39.105625,64.44191
28.139948,72.53253
21.030537,65.48929
13.895036,77.07016
27.476263,64.697716
31.770964,66.24672
18.577768,64.78029
29.05099,76.62884
42.45582,73.49254
14.662257,60.449383
137.39314,73.51601
226.10237,57.601807
11.7830105,76.27373
15.660189,47.026974
16.86152,76.17116
43.91294,73.86702
13.570695,39.325096
20.365788,74.672844
21.056566,65.37049
15.535416,63.847496
15.750475,53.004364
12.889722,56.869152
14.056532,57.823128
63.248203,75.5024
23.28209,75.66459
317.9177,64.882774
15.577431,56.81485
21.16175,53.512638
26.250572,71.76651
16.653051,68.31835
22.606924,74.88909
,76.75797
28.03957,77.21333
67.909775,54.497013
21.33365,61.330723
31.487862,64.70365
50.873974,63.65286
46.6844,73.788506
17.9596,72.61991
20.947376,70.11051
26.361376,72.84426
123.00193,55.329494
18.889305,74.437996
16.254013,73.05164
22.139307,72.63886
19.619314,63.005016
7.2428384,61.40078
11.1947565,70.595535
14.703329,68.879944
69.524254,68.87158
36.59467,74.80322
52.881336,70.9931
53.819565,68.033165
163.20798,62.56261
16.10111,77.89618
20.505508,70.41161
80.94677,77.79541
457.4769,36.856777
22.750326,64.54951
10.44982,58.88315
140.842,73.988205
114.70434,71.23006
49.71126,70.01922
25.971146,56.5309
37.9335,72.480896
29.837725,74.37413
7.785224,61.26605
35.458233,62.775383
144.32967,69.60407
8.918645,78.518654
23.22451,70.80178
26.346634,68.914856
121.701515,73.676125
75.86874,71.09272
20.92079,76.32088
3.8175497,82.07675
38.872086,72.15824
16.929262,71.64289
3.7818,87.26964
0.80304176,89.41685
14.058367,59.233643
16.730093,80.437805
3.357268,74.13985
9.944792,79.97199
32.0607,58.70849
1.5984029,82.92839
13.984358,55.78475
111.025314,58.29791
529.41174,47.685123
5.699474,74.881615
0.2753002,91.01124
7.029908,81.12999
38.770847,70.9228
76.068405,67.31104
128.03867,68.053925
0.5789974,52.807487
0.6977234,83.11688
2.9489372,21.186794
15.385989,86.2009
9.801756,73.259094
16.184904,77.74545
26.91139,55.696438
7.9902945,62.283997
5.798817,85.35206
123.434074,33.6711
23.60739,66.836975
2.5790286,89.35084
12.256732,74.96572
3.4903805,70.0
15.636694,80.881645
18.507092,75.748795
3.8172202,83.8791
3.7177904,85.217735
1.5663294,71.68142
1.383394,87.16846
2.6810138,87.20998
343.6183,66.040306
1.2843462,84.46005
8.282168,74.82274
73.478935,77.45427
5.693785,81.5735
1.5867478,80.344475
16.508335,84.15954
27.645569,68.52577
0.64293283,75.44338
2.15107,78.17461
0.51141,66.59708
2.594418,63.91869
0.24292134,34.186047
1.7309178,83.14457
,42.198597
5.933645,71.81264
,77.75581
5.0201015,71.05817
7.299831,77.04752
268.87622,66.14002
1.0452489,78.59267
2.906475,26.248709
1.5237172,85.05291
2.5234227,22.714617
7.705887,84.87447
58.71192,74.72761
0.36279032,73.42497
305.83667,33.48362
61.021572,74.033035
13.442732,84.01139
8.919758,62.275005
14.570524,76.64
9.868529,77.79806
1.6925142,68.11955
2.497416,73.43298
0.730213,71.19341
257.49048,53.451637
13.889207,82.12583
8.582549,75.33369
5.8616705,39.618805
4.5266175,86.68823
129.45435,63.65678
2.7824347,82.05462
9.062665,83.37379
0.5266588,92.2807
3.2506297,67.05642
7.162736,70.38089
9.332534,87.89826
47.757565,74.34571
170.53685,69.912926
12.844524,72.41745
71.6014,67.79874
13.974592,74.227875
1.4380597,75.84321
3.9279892,83.15759
2.353964,91.87661
2.304426,79.566986
23.584944,84.086815
892.3699,49.975006
27.742811,67.45039
1.6003578,90.28146
2.5003297,72.07298
89.88856,55.37396
1.6096056,87.1141
32.020035,77.674385
190.25348,28.900593
13.753225,76.88032
9.711595,78.903915
45.37186,82.72891
17.1628,77.99191
7.403673,72.31855
14.95377,79.463936
0.29405242,55.411766
37.804306,75.906494
9.548156,86.70749
0.59053075,85.64103
3.790516,89.49011
6.3407254,78.51539
14.25911,74.47096
0.39990976,61.970615
87.70774,49.196266
1.8013569,21.484612
18.204628,41.444935
79.60332,78.205444
8.335604,77.65822
7.603755,68.0733
49.729187,72.40987
19.620163,82.65913
0.08313299,50.303032
0.34762022,83.5
17.306993,79.9304
1.418177,88.48196
0.121370554,96.52778
1.0185742,62.767475
11.377262,46.049046
1.6875598,77.747986
1.7829443,40.942474
,82.62933
20.661852,75.43416
5.3284373,75.38234
10.666478,79.30398
10.124524,73.4268
6.0010285,84.56278
24.921648,76.90667
9.702627,70.54429
1.3608859,89.767845
4.1319013,77.50738
7.730437,80.614204
0.04733601,85.71429
120.082054,70.76025
2.5509548,74.7963
11.242771,75.8517
9.668182,64.73797
2.0325158,84.416405
1.6624764,80.43254
8.80538,66.894485
16.302057,20.729494
2.9668334,81.83356
85.94743,65.085014
0.24017379,86.679924
13.337443,69.82758
0.9605468,79.591835
58.645576,81.172295
9.342387,67.54624
2.5467298,87.08931
3.9668202,76.59389
8.102383,85.421295
164.65984,80.75161
9.325852,80.46653
19.29169,63.478947
0.47268265,90.72513
25.445353,68.35045
16.989918,71.36836
5.925436,71.87908
6.442076,72.93568
112.70905,51.64805
4.2921267,91.48435
0.5273214,91.71529
83.29442,77.462036
11.005478,80.33036
11.204957,78.22104
49.777905,83.319084
4.494491,79.15515
1.2599167,61.223495
15.820102,74.35163
50.85828,72.65844
0.7895268,28.362408
16.305735,81.23911
50.768246,84.56019
1.0992092,81.05515
1.830676,81.692
4.693805,70.54263
2.01761,41.81369
3.4706767,62.43884
0.38610214,94.226326
7.4037094,61.265263
204.7637,76.96109
3.8460448,85.71823
21.95478,75.77687
7.2696943,82.215355
5.7693577,67.42217
16.271624,74.67157
35.290394,60.429264
2.0831873,85.50269
1.0322564,78.02198
7.207524,83.118195
1.4217495,90.2891
11.771723,74.77144
1.2687409,88.24101
85.63779,73.67644
17.105131,82.43438
19.23725,13.064133
4.0249367,85.8883
0.4768759,93.67347
0.63035375,76.01199
1.0828917,75.05071
3.3853574,74.070755
782.03973,57.97182
55.41889,77.15957
0.16456008,66.05166
5.4912305,71.07348
0.68865436,86.52657
29.423521,69.67816
27.72494,74.3131
389.3466,37.59753
7.9053607,73.76036
8.971101,78.02067
25.644867,80.18254
1.0457711,74.1433
6.5550685,54.203594
5.8585505,47.243034
23.669994,83.6645
37.718143,69.11759
32.82013,64.42903
32.3968,58.859825
4.904329,73.875
20.985058,76.25808
28.766327,22.755106
14.598473,69.71755
2.2803235,89.00474
80.30803,73.935295
5.333579,75.27374
10.920191,28.243513
145.19516,61.05644
20.583204,71.6929
3.2545521,76.98091
24.730616,84.21827
23.31591,82.42847
3.793936,80.58852
7.6992335,86.25468
5.138662,28.290598
3.4772918,15.873894
0.9905785,86.32719
2.885415,89.71852
37.301483,85.01048
5.575211,68.68429
0.5692737,81.42857
187.45198,81.51421
2.2103636,90.77371
0.9509778,86.80427
0.38447115,85.545586
0.9723629,53.324062
5.412797,86.658394
1.1639744,88.633995
0.6722952,77.42848
0.709098,91.24871
6.0183907,91.0149
0.7873258,90.38961
0.8042017,91.616165
493.72476,59.965
0.72158706,59.31334
6.7178884,89.72967
4.1937776,90.85095
7.4949365,52.506203
3.1003153,76.33778
2.7835572,91.22503
93.746,90.01379
