log density,% GOP,State, County
3.296598,70.62743,Ohio,Van Wert
2.5249422,54.015446,Ohio,Vinton
5.3098526,70.04966,Ohio,Warren
3.617177,59.888866,Ohio,Washington
4.375987,60.869743,Ohio,Wayne
3.5343232,58.333332,Ohio,Williams
4.3573318,47.855362,Ohio,Wood
3.0633597,60.44329,Ohio,Wyandot
2.7227368,67.398026,Oklahoma,Adair
0.9054602,84.70006,Oklahoma,Alfalfa
1.7126949,74.01047,Oklahoma,Atoka
0.18226516,89.434784,Oklahoma,Beaver
2.2416325,79.548416,Oklahoma,Beckham
1.4044272,74.02359,Oklahoma,Blaine
2.8582325,72.22703,Oklahoma,Bryan
2.183841,64.237885,Oklahoma,Caddo
3.9044948,77.175606,Oklahoma,Canadian
3.0931635,71.337616,Oklahoma,Carter
3.1556015,57.04787,Oklahoma,Cherokee
1.9934425,70.50928,Oklahoma,Choctaw
-0.6577441,90.39265,Oklahoma,Cimarron
5.1805544,62.97375,Oklahoma,Cleveland
1.477167,72.50742,Oklahoma,Coal
3.799341,58.517265,Oklahoma,Comanche
1.3149333,73.21647,Oklahoma,Cotton
2.0314174,67.04417,Oklahoma,Craig
3.3293133,72.7203,Oklahoma,Creek
2.36108,75.938774,Oklahoma,Custer
3.00839,70.65767,Oklahoma,Delaware
0.61543196,85.45894,Oklahoma,Dewey
0.26377952,87.451416,Oklahoma,Ellis
3.0967627,76.23066,Oklahoma,Garfield
2.5693452,73.03229,Oklahoma,Garvin
2.909467,75.60976,Oklahoma,Grady
0.55816233,80.98694,Oklahoma,Grant
1.3148862,73.36244,Oklahoma,Greer
0.74070597,71.39761,Oklahoma,Harmon
0.3132493,87.935844,Oklahoma,Harper
2.0655272,72.31386,Oklahoma,Haskell
1.8938979,67.42748,Oklahoma,Hughes
2.5429301,75.32533,Oklahoma,Jackson
1.1689203,73.05282,Oklahoma,Jefferson
1.8652468,69.984116,Oklahoma,Johnston
2.943229,71.318695,Oklahoma,Kay
1.8599677,84.236084,Oklahoma,Kingfisher
1.2613953,67.71261,Oklahoma,Kiowa
1.7758678,69.14753,Oklahoma,Latimer
,70.57486,Oklahoma,LeFlore
2.6178794,74.50613,Oklahoma,Lincoln
3.075723,72.4077,Oklahoma,Logan
1.9250499,70.20173,Oklahoma,Love
1.1082883,85.823265,Oklahoma,Major
2.6641266,72.84047,Oklahoma,Marshall
3.1485221,66.64361,Oklahoma,Mayes
3.1407642,77.683754,Oklahoma,McClain
1.907522,75.77683,Oklahoma,McCurtain
2.3980536,61.913284,Oklahoma,McIntosh
2.507443,70.073845,Oklahoma,Murray
3.4882035,57.390186,Oklahoma,Muskogee
1.793871,75.313446,Oklahoma,Noble
1.9444393,69.47988,Oklahoma,Nowata
2.0156991,65.046104,Oklahoma,Okfuskee
5.960685,58.331417,Oklahoma,Oklahoma
3.0946414,58.744667,Oklahoma,Okmulgee
2.0725753,62.62491,Oklahoma,Osage
3.2330217,64.82503,Oklahoma,Ottawa
2.3754964,69.98841,Oklahoma,Pawnee
3.7784305,64.17381,Oklahoma,Payne
2.5517356,69.14348,Oklahoma,Pittsburg
2.996562,69.397125,Oklahoma,Pontotoc
,69.336525,Oklahoma,Pottawatomie
1.1447725,74.745766,Oklahoma,Pushmataha
0.2048767,83.751495,Oklahoma,Roger Mills
3.8558204,75.06339,Oklahoma,Rogers
2.7298276,65.13626,Oklahoma,Seminole
3.131793,69.5409,Oklahoma,Sequoyah
2.9724846,76.61759,Oklahoma,Stephens
,85.17876,Oklahoma,Texas
1.2566336,66.678925,Oklahoma,Tillman
5.986988,63.684345,Oklahoma,Tulsa
,72.84162,Oklahoma,Wagoner
3.839135,73.90443,Oklahoma,Washington
1.4919426,80.92029,Oklahoma,Washita
0.97919375,80.2651,Oklahoma,Woods
1.8223389,84.01981,Oklahoma,Woodward
0.6989589,70.65541,Oregon,Baker
3.8843129,35.04133,Oregon,Benton
4.349738,48.20908,Oregon,Clackamas
2.5793588,42.47772,Oregon,Clatsop
3.3209267,47.336357,Oregon,Columbia
2.6007795,53.274624,Oregon,Coos
0.99387425,68.72081,Oregon,Crook
1.4674516,58.786198,Oregon,Curry
2.9937317,53.757187,Oregon,Deschutes
2.091542,64.23351,Oregon,Douglas
-0.52702177,63.194443,Oregon,Gilliam
-0.451795,77.349266,Oregon,Grant
-1.2738913,75.8168,Oregon,Harney
2.7864175,36.25893,Oregon,Hood River
3.3334532,52.593628,Oregon,Jackson
1.5421011,58.561558,Oregon,Jefferson
2.9693668,61.288734,Oregon,Josephine
1.4287858,69.62006,Oregon,Klamath
-1.0102907,78.45938,Oregon,Lake
3.3593903,37.90576,Oregon,Lane
2.7003093,39.374428,Oregon,Lincoln
2.979873,58.877518,Oregon,Linn
0.19707504,71.424034,Oregon,Malheur
4.6272354,51.81694,Oregon,Marion
0.74904525,67.97738,Oregon,Morrow
6.4151497,21.608635,Oregon,Multnomah
3.6696098,52.43829,Oregon,Polk
-0.1949834,68.10865,Oregon,Sherman
2.152977,47.571106,Oregon,Tillamook
2.2068276,64.475006,Oregon,Umatilla
1.5846325,65.864426,Oregon,Union
-0.15064241,69.071144,Oregon,Wallowa
1.4043835,50.420826,Oregon,Wasco
5.644462,41.02293,Oregon,Washington
-1.1195028,67.41293,Oregon,Wheeler
3.978865,53.452988,Oregon,Yamhill
4.3179317,64.011795,Pennsylvania,Adams
6.4532776,42.686947,Pennsylvania,Allegheny
3.690389,68.86661,Pennsylvania,Armstrong
5.0001907,53.34701,Pennsylvania,Beaver
2.9404888,77.729645,Pennsylvania,Bedford
5.2144,50.299217,Pennsylvania,Berks
4.5333247,66.99847,Pennsylvania,Blair
3.036038,62.514694,Pennsylvania,Bradford
5.9619017,49.410095,Pennsylvania,Bucks
4.4928966,67.67121,Pennsylvania,Butler
4.38905,59.076706,Pennsylvania,Cambria
1.59127,65.12107,Pennsylvania,Cameron
4.1755047,53.51579,Pennsylvania,Carbon
3.9825487,50.014843,Pennsylvania,Centre
5.538267,50.213432,Pennsylvania,Chester
3.2319374,68.37356,Pennsylvania,Clarion
3.3081176,64.66747,Pennsylvania,Clearfield
2.818955,55.777885,Pennsylvania,Clinton
3.9747868,56.328293,Pennsylvania,Columbia
3.4990242,59.95203,Pennsylvania,Crawford
5.1113763,59.405804,Pennsylvania,Cumberland
5.223931,46.955315,Pennsylvania,Dauphin
7.030851,38.97806,Pennsylvania,Delaware
2.693872,57.984154,Pennsylvania,Elk
4.2434335,41.44447,Pennsylvania,Erie
4.1903033,54.198296,Pennsylvania,Fayette
1.9303046,60.703297,Pennsylvania,Forest
4.315458,69.49114,Pennsylvania,Franklin
2.572556,78.657234,Pennsylvania,Fulton
3.2554893,58.93424,Pennsylvania,Greene
2.9959931,68.949005,Pennsylvania,Huntingdon
3.7243865,59.530766,Pennsylvania,Indiana
3.2800238,73.042854,Pennsylvania,Jefferson
3.1823757,72.92068,Pennsylvania,Juniata
5.1820154,36.16239,Pennsylvania,Lackawanna
5.3189125,59.760155,Pennsylvania,Lancaster
4.5722837,54.54854,Pennsylvania,Lawrence
4.957492,64.18798,Pennsylvania,Lebanon
5.959566,46.17873,Pennsylvania,Lehigh
4.9169736,47.537785,Pennsylvania,Luzerne
3.5851297,66.87283,Pennsylvania,Lycoming
2.8346128,64.34865,Pennsylvania,McKean
4.1891365,51.28941,Pennsylvania,Mercer
3.7712464,73.63175,Pennsylvania,Mifflin
4.6673136,42.88326,Pennsylvania,Monroe
6.453052,42.746765,Pennsylvania,Montgomery
3.980529,60.506393,Pennsylvania,Montour
5.721581,47.677376,Pennsylvania,Northampton
4.336063,59.90682,Pennsylvania,Northumberland
3.464149,69.73413,Pennsylvania,Perry
8.325021,14.153968,Pennsylvania,Philadelphia
3.6643748,55.556526,Pennsylvania,Pike
1.8314031,73.31829,Pennsylvania,Potter
4.2982955,56.803688,Pennsylvania,Schuylkill
3.8358636,68.26518,Pennsylvania,Snyder
3.3231869,71.758354,Pennsylvania,Somerset
1.7035499,64.392105,Pennsylvania,Sullivan
3.0004454,60.904346,Pennsylvania,Susquehanna
2.658361,67.71658,Pennsylvania,Tioga
3.9997654,61.930176,Pennsylvania,Union
3.4357395,63.38187,Pennsylvania,Venango
2.8880146,58.178337,Pennsylvania,Warren
4.535079,56.717777,Pennsylvania,Washington
3.3010938,60.627026,Pennsylvania,Wayne
4.91311,62.004448,Pennsylvania,Westmoreland
3.2990265,56.258522,Pennsylvania,Wyoming
5.219671,60.7375,Pennsylvania,York
6.0587187,38.147274,Rhode Island,Bristol
5.832063,40.64051,Rhode Island,Kent
4.6237044,41.01129,Rhode Island,Newport
6.3190823,32.272125,Rhode Island,Providence
4.4666314,41.40675,Rhode Island,Washington
2.952669,56.788113,South Carolina,Abbeville
4.0488944,63.211487,South Carolina,Aiken
2.2697375,21.13975,South Carolina,Allendale
4.5593543,68.4852,South Carolina,Anderson
2.7484915,32.253315,South Carolina,Bamberg
2.7519734,47.32134,South Carolina,Barnwell
4.2222657,58.848732,South Carolina,Beaufort
4.029032,59.603687,South Carolina,Berkeley
2.7022464,47.81879,South Carolina,Calhoun
4.604077,48.80619,South Carolina,Charleston
3.987034,64.828255,South Carolina,Cherokee
3.0829496,44.698414,South Carolina,Chester
3.1070554,51.661594,South Carolina,Chesterfield
2.9643273,43.45084,South Carolina,Clarendon
2.5847805,49.908333,South Carolina,Colleton
3.844589,48.288208,South Carolina,Darlington
3.4171412,41.809162,South Carolina,Dillon
4.522698,58.126713,South Carolina,Dorchester
3.0212033,56.735798,South Carolina,Edgefield
2.5637946,34.04038,South Carolina,Fairfield
4.1869726,50.276455,South Carolina,Florence
3.1106205,53.851936,South Carolina,Georgetown
5.3942323,64.14004,South Carolina,Greenville
4.0629053,57.819267,South Carolina,Greenwood
2.6704826,36.277946,South Carolina,Hampton
4.422015,64.54059,South Carolina,Horry
2.6221762,42.12813,South Carolina,Jasper
3.4743094,59.421757,South Carolina,Kershaw
3.9804456,59.087006,South Carolina,Lancaster
3.5688584,58.849857,South Carolina,Laurens
2.892367,32.144073,South Carolina,Lee
4.89932,69.19628,South Carolina,Lexington
3.2495892,34.950794,South Carolina,Marion
3.1353793,34.676582,South Carolina,Marlboro
2.305662,48.263683,South Carolina,McCormick
3.1104405,57.22267,South Carolina,Newberry
3.7523816,71.64729,South Carolina,Oconee
3.4533672,28.076141,South Carolina,Orangeburg
4.4984293,75.01067,South Carolina,Pickens
5.262133,33.12068,South Carolina,Richland
2.8125625,60.695694,South Carolina,Saluda
4.899777,61.710846,South Carolina,Spartanburg
4.1090746,41.152596,South Carolina,Sumter
3.0737677,53.321423,South Carolina,Union
2.6501663,29.863049,South Carolina,Williamsburg
4.8355217,60.41407,South Carolina,York
0.38283083,59.117645,South Dakota,Aurora
1.6707213,59.485306,South Dakota,Beadle
0.11018707,53.321976,South Dakota,Bennett
1.5472116,61.06106,South Dakota,Bon Homme
2.7324321,51.631382,South Dakota,Brookings
2.1007333,53.439526,South Dakota,Brown
0.87761307,64.528625,South Dakota,Brule
0.43001026,26.018808,South Dakota,Buffalo
0.54691714,75.41789,South Dakota,Butte
-0.3042853,80.104034,South Dakota,Campbell
1.1219014,60.064674,South Dakota,Charles Mix
0.3870382,59.94382,South Dakota,Clark
2.5525277,42.070183,South Dakota,Clay
2.6857493,59.34066,South Dakota,Codington
-0.475343,44.320137,South Dakota,Corson
0.7150001,69.63839,South Dakota,Custer
2.848223,60.97999,South Dakota,Davison
0.70557046,46.85836,South Dakota,Day
0.9708865,55.5293,South Dakota,Deuel
-0.17181846,35.454544,South Dakota,Dewey
0.97799623,80.07203,South Dakota,Douglas
0.3133223,67.02015,South Dakota,Edmunds
0.45136717,66.48983,South Dakota,Fall River
-0.09516743,69.79927,South Dakota,Faulk
1.4176935,57.669407,South Dakota,Grant
0.44784877,71.55746,South Dakota,Gregory
-0.89940256,87.19852,South Dakota,Haakon
1.447424,66.18943,South Dakota,Hamlin
-0.08257065,68.35443,South Dakota,Hand
1.083532,68.16087,South Dakota,Hanson
-1.7159829,88.611115,South Dakota,Harding
2.1093397,65.196754,South Dakota,Hughes
1.2482976,72.643745,South Dakota,Hutchinson
-0.45898458,73.75,South Dakota,Hyde
-0.4636407,60.809566,South Dakota,Jackson
0.4137872,54.343433,South Dakota,Jerauld
-0.9083652,81.9398,South Dakota,Jones
0.83333176,57.058594,South Dakota,Kingsbury
2.0242312,55.656845,South Dakota,Lake
2.4573882,63.87525,South Dakota,Lawrence
3.4062505,63.034317,South Dakota,Lincoln
-0.16117428,60.6632,South Dakota,Lyman
0.73080325,45.589745,South Dakota,Marshall
1.3249471,64.64844,South Dakota,McCook
-0.19502607,77.20033,South Dakota,McPherson
1.036984,72.08238,South Dakota,Meade
-0.5057938,50.396824,South Dakota,Mellette
0.47574273,57.04036,South Dakota,Miner
4.389593,53.77477,South Dakota,Minnehaha
1.5709226,51.788124,South Dakota,Moody
2.6432352,65.1173,South Dakota,Pennington
-0.919991,79.068245,South Dakota,Perkins
0.006082832,75.2193,South Dakota,Potter
1.2430228,44.994026,South Dakota,Roberts
0.46870342,63.881153,South Dakota,Sanborn
0.9220179,6.0450163,South Dakota,Shannon
0.4942523,56.22896,South Dakota,Spink
-0.27512333,70.96128,South Dakota,Stanley
-0.70304245,76.66248,South Dakota,Sully
,20.129345,South Dakota,Todd
0.29854432,72.10447,South Dakota,Tripp
1.6534945,65.80223,South Dakota,Turner
2.4838524,62.807487,South Dakota,Union
1.0404103,72.06495,South Dakota,Walworth
2.7900286,56.488472,South Dakota,Yankton
-0.59204,41.699867,South Dakota,Ziebach
4.4316044,65.19464,Tennessee,Anderson
3.6029546,70.44193,Tennessee,Bedford
2.6807287,63.063065,Tennessee,Benton
2.5014105,70.45931,Tennessee,Bledsoe
4.429227,73.26341,Tennessee,Blount
4.7474093,77.335556,Tennessee,Bradley
3.4511156,72.109985,Tennessee,Campbell
2.9973469,67.95399,Tennessee,Cannon
2.9094272,67.50514,Tennessee,Carroll
4.1529326,76.402725,Tennessee,Carter
3.8955557,68.797745,Tennessee,Cheatham
3.1320815,74.22942,Tennessee,Chester
3.338279,75.791046,Tennessee,Claiborne
2.462332,62.75144,Tennessee,Clay
3.4354396,75.104324,Tennessee,Cocke
3.849379,68.93209,Tennessee,Coffee
3.0565715,69.38177,Tennessee,Crockett
3.4559379,74.87054,Tennessee,Cumberland
6.133425,40.479424,Tennessee,Davidson
2.5762405,68.81437,Tennessee,Decatur
3.0906513,65.59822,Tennessee,DeKalb
3.6662664,64.44191,Tennessee,Dickson
3.3371902,72.53253,Tennessee,Dyer
3.0459754,65.48929,Tennessee,Fayette
2.6315317,77.07016,Tennessee,Fentress
3.3133225,64.697716,Tennessee,Franklin
3.4585528,66.24672,Tennessee,Gibson
2.9219656,64.78029,Tennessee,Giles
3.3690526,76.62884,Tennessee,Grainger
3.7484639,73.49254,Tennessee,Greene
2.6852767,60.449383,Tennessee,Grundy
4.9228463,73.51601,Tennessee,Hamblen
5.420988,57.601807,Tennessee,Hamilton
2.4666586,76.27373,Tennessee,Hancock
2.7511218,47.026974,Tennessee,Hardeman
2.8250341,76.17116,Tennessee,Hardin
3.7822092,73.86702,Tennessee,Hawkins
2.6079128,39.325096,Tennessee,Haywood
3.0138564,74.672844,Tennessee,Henderson
3.0472124,65.37049,Tennessee,Henry
2.7431223,63.847496,Tennessee,Hickman
2.7568705,53.004364,Tennessee,Houston
2.5564303,56.869152,Tennessee,Humphreys
2.6430871,57.823128,Tennessee,Jackson
4.1470666,75.5024,Tennessee,Jefferson
3.1476843,75.66459,Tennessee,Johnson
5.7617927,64.882774,Tennessee,Knox
2.7458231,56.81485,Tennessee,Lake
3.0521953,53.512638,Tennessee,Lauderdale
3.2676878,71.76651,Tennessee,Lawrence
2.8125935,68.31835,Tennessee,Lewis
3.1182563,74.88909,Tennessee,Lincoln
,76.75797,Tennessee,Loudon
3.3336167,77.21333,Tennessee,Macon
4.21818,54.497013,Tennessee,Madison
3.0602856,61.330723,Tennessee,Marion
3.4496021,64.70365,Tennessee,Marshall
3.9293516,63.65286,Tennessee,Maury
3.84341,73.788506,Tennessee,McMinn
2.8881247,72.61991,Tennessee,McNairy
3.0420134,70.11051,Tennessee,Meigs
3.2719,72.84426,Tennessee,Monroe
4.8122,55.329494,Tennessee,Montgomery
2.938596,74.437996,Tennessee,Moore
2.7883399,73.05164,Tennessee,Morgan
3.0973547,72.63886,Tennessee,Obion
2.9765146,63.005016,Tennessee,Overton
1.9800131,61.40078,Tennessee,Perry
2.4154456,70.595535,Tennessee,Pickett
2.6880739,68.879944,Tennessee,Polk
4.241676,68.87158,Tennessee,Putnam
3.5999026,74.80322,Tennessee,Rhea
3.9680505,70.9931,Tennessee,Roane
3.985637,68.033165,Tennessee,Robertson
5.0950255,62.56261,Tennessee,Rutherford
2.7788882,77.89618,Tennessee,Scott
3.0206935,70.41161,Tennessee,Sequatchie
4.3937917,77.79541,Tennessee,Sevier
6.125726,36.856777,Tennessee,Shelby
3.1245794,64.54951,Tennessee,Smith
2.3465848,58.88315,Tennessee,Stewart
4.9476385,73.988205,Tennessee,Sullivan
4.7423577,71.23006,Tennessee,Sumner
3.9062314,70.01922,Tennessee,Tipton
3.2569861,56.5309,Tennessee,Trousdale
3.6358347,72.480896,Tennessee,Unicoi
3.3957734,74.37413,Tennessee,Union
2.0522275,61.26605,Tennessee,Van Buren
3.5683556,62.775383,Tennessee,Warren
4.9721003,69.60407,Tennessee,Washington
2.188144,78.518654,Tennessee,Wayne
3.1452081,70.80178,Tennessee,Weakley
3.2713406,68.914856,Tennessee,White
4.8015714,73.676125,Tennessee,Williamson
4.329005,71.09272,Tennessee,Wilson
3.0407434,76.32088,Texas,Anderson
1.3396088,82.07675,Texas,Andrews
3.6602764,72.15824,Texas,Angelina
2.8290436,71.64289,Texas,Aransas
1.3302001,87.26964,Texas,Archer
-0.21934856,89.41685,Texas,Armstrong
2.6432178,59.233643,Texas,Atascosa
2.817209,80.437805,Texas,Austin
1.2111275,74.13985,Texas,Bailey
2.297049,79.97199,Texas,Bandera
3.4676309,58.70849,Texas,Bastrop
0.46900493,82.92839,Texas,Baylor
2.6379395,55.78475,Texas,Bee
4.7097583,58.29791,Texas,Bell
6.2717667,47.685123,Texas,Bexar
1.7403738,74.881615,Texas,Blanco
-1.2898932,91.01124,Texas,Borden
1.9501736,81.12999,Texas,Bosque
3.6576686,70.9228,Texas,Bowie
4.331633,67.31104,Texas,Brazoria
4.852332,68.053925,Texas,Brazos
-0.54645735,52.807487,Texas,Brewster
-0.35993254,83.11688,Texas,Briscoe
1.0814449,21.186794,Texas,Brooks
2.7334573,86.2009,Texas,Brown
2.2825615,73.259094,Texas,Burleson
2.784079,77.74545,Texas,Burnet
3.2925496,55.696438,Texas,Caldwell
2.0782275,62.283997,Texas,Calhoun
1.757654,85.35206,Texas,Callahan
4.815707,33.6711,Texas,Cameron
3.1615598,66.836975,Texas,Camp
0.94741285,89.35084,Texas,Carson
2.5060754,74.96572,Texas,Cass
1.2500107,70.0,Texas,Castro
2.7496204,80.881645,Texas,Chambers
2.918154,75.748795,Texas,Cherokee
1.3395225,83.8791,Texas,Childress
1.3131295,85.217735,Texas,Clay
0.4487349,71.68142,Texas,Cochran
0.3245399,87.16846,Texas,Coke
0.986195,87.20998,Texas,Coleman
5.8395314,66.040306,Texas,Collin
0.2502498,84.46005,Texas,Collingsworth
2.1141047,74.82274,Texas,Colorado
4.296999,77.45427,Texas,Comal
1.7393752,81.5735,Texas,Comanche
0.4616865,80.344475,Texas,Concho
2.8038654,84.15954,Texas,Cooke
3.3194654,68.52577,Texas,Coryell
-0.44171503,75.44338,Texas,Cottle
0.76596546,78.17461,Texas,Crane
-0.67058367,66.59708,Texas,Crockett
0.9533622,63.91869,Texas,Crosby
-1.4150176,34.186047,Texas,Culberson
0.5486518,83.14457,Texas,Dallam
,42.198597,Texas,Dallas
1.7806387,71.81264,Texas,Dawson
,77.75581,Texas,De Witt
1.6134502,71.05817,Texas,Deaf Smith
1.9878511,77.04752,Texas,Delta
5.594251,66.14002,Texas,Denton
0.044255007,78.59267,Texas,Dickens
1.066941,26.248709,Texas,Dimmit
0.42115286,85.05291,Texas,Donley
0.9256162,22.714617,Texas,Duval
2.0419846,84.87447,Texas,Eastland
4.072643,74.72761,Texas,Ector
-1.0139302,73.42497,Texas,Edwards
5.723051,33.48362,Texas,El Paso
4.1112275,74.033035,Texas,Ellis
2.5984385,84.01139,Texas,Erath
2.188269,62.275005,Texas,Falls
2.6790006,76.64,Texas,Fannin
2.2893507,77.79806,Texas,Fayette
0.5262151,68.11955,Texas,Fisher
0.9152566,73.43298,Texas,Floyd
-0.31441903,71.19341,Texas,Foard
5.550983,53.451637,Texas,Fort Bend
2.631112,82.12583,Texas,Franklin
2.149731,75.33369,Texas,Freestone
1.7684346,39.618805,Texas,Frio
1.509975,86.68823,Texas,Gaines
4.8633285,63.65678,Texas,Galveston
1.0233263,82.05462,Texas,Garza
2.2041633,83.37379,Texas,Gillespie
-0.64120245,92.2807,Texas,Glasscock
1.1788487,67.05642,Texas,Goliad
1.968892,70.38089,Texas,Gonzales
2.2335064,87.89826,Texas,Gray
3.8661375,74.34571,Texas,Grayson
5.1389513,69.912926,Texas,Gregg
2.5529177,72.41745,Texas,Grimes
4.271115,67.79874,Texas,Guadalupe
2.637241,74.227875,Texas,Hale
0.36329478,75.84321,Texas,Hall
1.3681277,83.15759,Texas,Hamilton
0.85610074,91.87661,Texas,Hansford
0.8348316,79.566986,Texas,Hardeman
3.1606085,84.086815,Texas,Hardin
6.793881,49.975006,Texas,Harris
3.3229768,67.45039,Texas,Harrison
0.4702272,90.28146,Texas,Hartley
0.9164226,72.07298,Texas,Haskell
4.4985704,55.37396,Texas,Hays
0.47598916,87.1141,Texas,Hemphill
3.4663618,77.674385,Texas,Henderson
5.2483573,28.900593,Texas,Hidalgo
2.6212733,76.88032,Texas,Hill
2.2733204,78.903915,Texas,Hockley
3.814892,82.72891,Texas,Hood
2.8427444,77.99191,Texas,Hopkins
2.0019763,72.31855,Texas,Houston
2.7049634,79.463936,Texas,Howard
-1.2239972,55.411766,Texas,Hudspeth
3.632423,75.906494,Texas,Hunt
2.2563481,86.70749,Texas,Hutchinson
-0.5267336,85.64103,Texas,Irion
1.3325021,89.49011,Texas,Jack
1.8469932,78.51539,Texas,Jackson
2.657396,74.47096,Texas,Jasper
-0.91651636,61.970615,Texas,Jeff Davis
4.47401,49.196266,Texas,Jefferson
0.5885402,21.484612,Texas,Jim Hogg
2.901676,41.444935,Texas,Jim Wells
4.3770556,78.205444,Texas,Johnson
2.1205359,77.65822,Texas,Jones
2.0286422,68.0733,Texas,Karnes
3.9065921,72.40987,Texas,Kaufman
2.9765577,82.65913,Texas,Kendall
-2.4873137,50.303032,Texas,Kenedy
-1.0566447,83.5,Texas,Kent
2.8511107,79.9304,Texas,Kerr
0.34937224,88.48196,Texas,Kimble
-2.108907,96.52778,Texas,King
0.018403843,62.767475,Texas,Kinney
2.4316168,46.049046,Texas,Kleberg
0.5232836,77.747986,Texas,Knox
0.5782661,40.942474,Texas,La Salle
,82.62933,Texas,La Vaca
3.028289,75.43416,Texas,Lamar
1.673058,75.38234,Texas,Lamb
2.367106,79.30398,Texas,Lampasas
2.3149607,73.4268,Texas,Lee
1.7919309,84.56278,Texas,Leon
3.2157369,76.90667,Texas,Liberty
2.2723968,70.54429,Texas,Limestone
0.30813587,89.767845,Texas,Lipscomb
1.4187376,77.50738,Texas,Live Oak
2.0451653,80.614204,Texas,Llano
-3.050484,85.71429,Texas,Loving
4.788175,70.76025,Texas,Lubbock
0.9364677,74.7963,Texas,Lynn
2.4197254,75.8517,Texas,Madison
2.2688403,64.73797,Texas,Marion
0.7092743,84.416405,Texas,Martin
0.5083083,80.43254,Texas,Mason
2.1753628,66.894485,Texas,Matagorda
2.7912912,20.729494,Texas,Maverick
1.0874952,81.83356,Texas,McCulloch
4.453736,65.085014,Texas,McLennan
-1.4263926,86.679924,Texas,McMullen
2.5905755,69.82758,Texas,Medina
-0.04025258,79.591835,Texas,Menard
4.071512,81.172295,Texas,Midland
2.234562,67.54624,Texas,Milam
0.9348101,87.08931,Texas,Mills
1.3779649,76.59389,Texas,Mitchell
2.092158,85.421295,Texas,Montague
5.103882,80.75161,Texas,Montgomery
2.2327905,80.46653,Texas,Moore
2.9596744,63.478947,Texas,Morris
-0.74933106,90.72513,Texas,Motley
3.2365332,68.35045,Texas,Nacogdoches
2.8326201,71.36836,Texas,Navarro
1.7792543,71.87908,Texas,Newton
1.8628509,72.93568,Texas,Nolan
4.7248096,51.64805,Texas,Nueces
1.4567823,91.48435,Texas,Ochiltree
-0.63994503,91.71529,Texas,Oldham
4.4223814,77.462036,Texas,Orange
2.3983932,80.33036,Texas,Palo Pinto
2.4163563,78.22104,Texas,Panola
3.9075713,83.319084,Texas,Parker
1.5028524,79.15515,Texas,Parmer
0.23104557,61.223495,Texas,Pecos
2.7612815,74.35163,Texas,Polk
3.929043,72.65844,Texas,Potter
-0.23632148,28.362408,Texas,Presidio
2.7915168,81.23911,Texas,Rains
3.9272711,84.56019,Texas,Randall
0.094591,81.05515,Texas,Reagan
0.60468525,81.692,Texas,Real
1.5462435,70.54263,Texas,Red River
0.70191365,41.81369,Texas,Reeves
1.2443496,62.43884,Texas,Refugio
-0.95165336,94.226326,Texas,Roberts
2.0019813,61.265263,Texas,Robertson
5.3218565,76.96109,Texas,Rockwall
1.3470453,85.71823,Texas,Runnels
3.088985,75.77687,Texas,Rusk
1.9837142,82.215355,Texas,Sabine
1.7525607,67.42217,Texas,San Augustine
2.7894228,74.67157,Texas,San Jacinto
3.5636108,60.429264,Texas,San Patricio
0.7338991,85.50269,Texas,San Saba
0.03174705,78.02198,Texas,Schleicher
1.9751254,83.118195,Texas,Scurry
0.35188815,90.2891,Texas,Shackelford
2.4657004,74.77144,Texas,Shelby
0.23802498,88.24101,Texas,Sherman
4.4501266,73.67644,Texas,Smith
2.8393786,82.43438,Texas,Somervell
2.9568484,13.064133,Texas,Starr
1.3925092,85.8883,Texas,Stephens
-0.74049896,93.67347,Texas,Sterling
-0.46147412,76.01199,Texas,Stonewall
0.079634964,75.05071,Texas,Sutton
1.2194595,74.070755,Texas,Swisher
6.661906,57.97182,Texas,Tarrant
4.0149207,77.15957,Texas,Taylor
-1.8044796,66.05166,Texas,Terrell
1.7031524,71.07348,Texas,Terry
-0.3730158,86.52657,Texas,Throckmorton
3.3817945,69.67816,Texas,Titus
3.3223324,74.3131,Texas,Tom Green
5.96447,37.59753,Texas,Travis
2.0675411,73.76036,Texas,Trinity
2.1940084,78.02067,Texas,Tyler
3.2443435,80.18254,Texas,Upshur
0.044754528,74.1433,Texas,Upton
1.8802385,54.203594,Texas,Uvalde
1.7679023,47.243034,Texas,Val Verde
3.1642082,83.6645,Texas,Van Zandt
3.6301413,69.11759,Texas,Victoria
3.4910421,64.42903,Texas,Walker
3.4780598,58.859825,Texas,Waller
1.5901183,73.875,Texas,Ward
3.0438106,76.25808,Texas,Washington
3.3592055,22.755106,Texas,Webb
2.680917,69.71755,Texas,Wharton
0.82431734,89.00474,Texas,Wheeler
4.3858695,73.935295,Texas,Wichita
1.6740226,75.27374,Texas,Wilbarger
2.3906136,28.243513,Texas,Willacy
4.978079,61.05644,Texas,Williamson
3.0244753,71.6929,Texas,Wilson
1.1800547,76.98091,Texas,Winkler
3.208042,84.21827,Texas,Wise
3.149136,82.42847,Texas,Wood
1.3334041,80.58852,Texas,Yoakum
2.0411208,86.25468,Texas,Young
1.6367927,28.290598,Texas,Zapata
1.2462537,15.873894,Texas,Zavala
-0.009466191,86.32719,Utah,Beaver
1.0596688,89.71852,Utah,Box Elder
3.619033,85.01048,Utah,Cache
